Melbourne|2017-01-28|Sunny|31.0|24.0|59.0
Adelaide|2017-01-28|Winter|14.0|10.0|51.0
Brisbane|2017-01-28|Sunny|30.0|2.0|43.0
Perth|2017-01-28|Sunny|17.0|26.0|40.0
Wollongong|2017-01-29|Rainy|16.0|16.0|44.0
Gold Coast|2017-01-29|Rainy|11.0|28.0|52.0
Hobart|2017-01-29|Winter|10.0|5.0|48.0
Canberra|2017-01-29|Rainy|17.0|21.0|58.0
Darwin|2017-01-29|Winter|13.0|20.0|51.0
Sydney|2017-01-29|Sunny|24.0|6.0|58.0
Melbourne|2017-01-29|Rainy|13.0|32.0|41.0
Adelaide|2017-01-29|Rainy|19.0|11.0|65.0
Brisbane|2017-01-29|Rainy|21.0|5.0|63.0
Perth|2017-01-29|Rainy|11.0|27.0|46.0
Wollongong|2017-01-30|Winter|14.0|16.0|60.0
Gold Coast|2017-01-30|Rainy|16.0|31.0|44.0
Hobart|2017-01-30|Sunny|27.0|15.0|41.0
Canberra|2017-01-30|Winter|15.0|3.0|58.0
Darwin|2017-01-30|Sunny|18.0|36.0|50.0
Sydney|2017-01-30|Rainy|21.0|31.0|53.0
Melbourne|2017-01-30|Sunny|21.0|14.0|62.0
Adelaide|2017-01-30|Rainy|17.0|2.0|52.0
Brisbane|2017-01-30|Sunny|28.0|31.0|69.0
Perth|2017-01-30|Rainy|13.0|27.0|50.0
Wollongong|2017-01-31|Winter|13.0|24.0|66.0
Gold Coast|2017-01-31|Winter|19.0|25.0|52.0
Hobart|2017-01-31|Sunny|30.0|18.0|54.0
Canberra|2017-01-31|Winter|11.0|31.0|57.0
Darwin|2017-01-31|Rainy|11.0|8.0|42.0
Sydney|2017-01-31|Winter|17.0|25.0|60.0
Melbourne|2017-01-31|Winter|19.0|13.0|55.0
Adelaide|2017-01-31|Winter|20.0|17.0|45.0
Brisbane|2017-01-31|Rainy|11.0|35.0|43.0
Perth|2017-01-31|Rainy|11.0|30.0|65.0
Wollongong|2017-02-01|Sunny|18.0|7.0|49.0
Gold Coast|2017-02-01|Sunny|22.0|19.0|66.0
Hobart|2017-02-01|Rainy|19.0|15.0|57.0
Canberra|2017-02-01|Winter|19.0|7.0|69.0
Darwin|2017-02-01|Sunny|27.0|3.0|54.0
Sydney|2017-02-01|Rainy|19.0|19.0|63.0
Melbourne|2017-02-01|Sunny|18.0|30.0|43.0
Adelaide|2017-02-01|Sunny|26.0|15.0|60.0
Brisbane|2017-02-01|Winter|19.0|25.0|42.0
Perth|2017-02-01|Sunny|18.0|25.0|46.0
Wollongong|2017-02-02|Winter|16.0|22.0|40.0
Gold Coast|2017-02-02|Rainy|20.0|12.0|41.0
Hobart|2017-02-02|Sunny|24.0|8.0|63.0
Canberra|2017-02-02|Sunny|28.0|9.0|48.0
Darwin|2017-02-02|Winter|16.0|32.0|46.0
Sydney|2017-02-02|Sunny|27.0|22.0|49.0
Melbourne|2017-02-02|Winter|18.0|8.0|41.0
Adelaide|2017-02-02|Winter|15.0|33.0|48.0
Brisbane|2017-02-02|Sunny|26.0|14.0|70.0
Perth|2017-02-02|Rainy|15.0|2.0|56.0
Wollongong|2017-02-03|Rainy|17.0|33.0|68.0
Gold Coast|2017-02-03|Rainy|14.0|29.0|57.0
Hobart|2017-02-03|Sunny|28.0|8.0|62.0
Canberra|2017-02-03|Winter|17.0|8.0|49.0
Darwin|2017-02-03|Sunny|32.0|12.0|60.0
Sydney|2017-02-03|Sunny|26.0|26.0|53.0
Melbourne|2017-02-03|Sunny|28.0|34.0|42.0
Adelaide|2017-02-03|Winter|13.0|8.0|50.0
Brisbane|2017-02-03|Winter|14.0|3.0|56.0
Perth|2017-02-03|Rainy|19.0|33.0|49.0
Wollongong|2017-02-04|Rainy|17.0|17.0|64.0
Gold Coast|2017-02-04|Sunny|28.0|4.0|66.0
Hobart|2017-02-04|Rainy|12.0|33.0|65.0
Canberra|2017-02-04|Winter|15.0|32.0|67.0
Darwin|2017-02-04|Winter|17.0|20.0|59.0
Sydney|2017-02-04|Sunny|28.0|14.0|50.0
Melbourne|2017-02-04|Rainy|10.0|24.0|59.0
Adelaide|2017-02-04|Sunny|24.0|36.0|44.0
Brisbane|2017-02-04|Sunny|31.0|8.0|65.0
Perth|2017-02-04|Rainy|18.0|32.0|50.0
Wollongong|2017-02-05|Rainy|17.0|9.0|43.0
Gold Coast|2017-02-05|Sunny|19.0|6.0|53.0
Hobart|2017-02-05|Rainy|20.0|6.0|69.0
Canberra|2017-02-05|Winter|19.0|16.0|42.0
Darwin|2017-02-05|Sunny|28.0|26.0|46.0
Sydney|2017-02-05|Winter|12.0|35.0|50.0
Melbourne|2017-02-05|Winter|15.0|34.0|57.0
Adelaide|2017-02-05|Sunny|24.0|29.0|47.0
Brisbane|2017-02-05|Rainy|20.0|7.0|53.0
Perth|2017-02-05|Rainy|15.0|29.0|69.0
Wollongong|2017-02-06|Rainy|18.0|13.0|63.0
Gold Coast|2017-02-06|Sunny|28.0|5.0|49.0
Hobart|2017-02-06|Sunny|20.0|10.0|43.0
Canberra|2017-02-06|Winter|13.0|30.0|48.0
Darwin|2017-02-06|Sunny|19.0|19.0|66.0
Sydney|2017-02-06|Sunny|29.0|14.0|45.0
Melbourne|2017-02-06|Winter|15.0|16.0|57.0
Adelaide|2017-02-06|Sunny|23.0|15.0|42.0
Brisbane|2017-02-06|Winter|13.0|14.0|69.0
Perth|2017-02-06|Winter|11.0|25.0|64.0
Wollongong|2017-02-07|Winter|12.0|7.0|53.0
Gold Coast|2017-02-07|Winter|16.0|28.0|47.0
Hobart|2017-02-07|Rainy|17.0|32.0|48.0
Canberra|2017-02-07|Winter|20.0|30.0|42.0
Darwin|2017-02-07|Rainy|19.0|28.0|62.0
Sydney|2017-02-07|Winter|11.0|14.0|40.0
Melbourne|2017-02-07|Winter|10.0|30.0|56.0
Adelaide|2017-02-07|Rainy|17.0|12.0|64.0
Brisbane|2017-02-07|Winter|10.0|28.0|44.0
Perth|2017-02-07|Rainy|14.0|11.0|42.0
Wollongong|2017-02-08|Rainy|18.0|34.0|53.0
Gold Coast|2017-02-08|Rainy|20.0|25.0|57.0
Hobart|2017-02-08|Sunny|18.0|36.0|58.0
Canberra|2017-02-08|Sunny|18.0|9.0|58.0
Darwin|2017-02-08|Sunny|31.0|3.0|46.0
Sydney|2017-02-08|Winter|19.0|5.0|67.0
Melbourne|2017-02-08|Winter|18.0|11.0|68.0
Adelaide|2017-02-08|Rainy|13.0|11.0|50.0
Brisbane|2017-02-08|Winter|15.0|17.0|58.0
Perth|2017-02-08|Sunny|24.0|27.0|42.0
Wollongong|2017-02-09|Winter|14.0|13.0|48.0
Gold Coast|2017-02-09|Winter|16.0|7.0|67.0
Hobart|2017-02-09|Rainy|13.0|8.0|54.0
Canberra|2017-02-09|Rainy|18.0|13.0|44.0
Darwin|2017-02-09|Sunny|26.0|11.0|69.0
Sydney|2017-02-09|Winter|10.0|29.0|66.0
Melbourne|2017-02-09|Sunny|24.0|18.0|51.0
Adelaide|2017-02-09|Rainy|10.0|23.0|60.0
Brisbane|2017-02-09|Sunny|21.0|16.0|68.0
Perth|2017-02-09|Rainy|13.0|25.0|62.0
Wollongong|2017-02-10|Sunny|23.0|11.0|58.0
Gold Coast|2017-02-10|Sunny|24.0|27.0|53.0
Hobart|2017-02-10|Rainy|17.0|16.0|44.0
Canberra|2017-02-10|Sunny|29.0|26.0|55.0
Darwin|2017-02-10|Winter|18.0|7.0|61.0
Sydney|2017-02-10|Rainy|16.0|10.0|40.0
Melbourne|2017-02-10|Winter|11.0|9.0|50.0
Adelaide|2017-02-10|Sunny|26.0|24.0|52.0
Brisbane|2017-02-10|Winter|13.0|9.0|44.0
Perth|2017-02-10|Rainy|14.0|25.0|53.0
Wollongong|2017-02-11|Winter|11.0|34.0|53.0
Gold Coast|2017-02-11|Sunny|31.0|15.0|44.0
Hobart|2017-02-11|Winter|12.0|19.0|46.0
Canberra|2017-02-11|Rainy|19.0|2.0|56.0
Darwin|2017-02-11|Sunny|26.0|30.0|52.0
Sydney|2017-02-11|Rainy|20.0|20.0|58.0
Melbourne|2017-02-11|Sunny|23.0|30.0|51.0
Adelaide|2017-02-11|Sunny|31.0|10.0|55.0
Brisbane|2017-02-11|Rainy|10.0|10.0|48.0
Perth|2017-02-11|Sunny|29.0|10.0|47.0
Wollongong|2017-02-12|Sunny|19.0|11.0|49.0
Gold Coast|2017-02-12|Winter|18.0|8.0|59.0
Hobart|2017-02-12|Winter|11.0|33.0|59.0
Canberra|2017-02-12|Rainy|12.0|8.0|63.0
Darwin|2017-02-12|Rainy|19.0|7.0|58.0
Sydney|2017-02-12|Winter|15.0|24.0|58.0
Melbourne|2017-02-12|Winter|19.0|26.0|49.0
Adelaide|2017-02-12|Winter|14.0|11.0|45.0
Brisbane|2017-02-12|Rainy|16.0|9.0|42.0
Perth|2017-02-12|Winter|12.0|26.0|47.0
Wollongong|2017-02-13|Rainy|16.0|34.0|56.0
Gold Coast|2017-02-13|Sunny|32.0|16.0|61.0
Hobart|2017-02-13|Winter|11.0|23.0|41.0
Canberra|2017-02-13|Sunny|29.0|14.0|60.0
Darwin|2017-02-13|Rainy|14.0|14.0|68.0
Sydney|2017-02-13|Rainy|17.0|31.0|40.0
Melbourne|2017-02-13|Rainy|10.0|24.0|67.0
Adelaide|2017-02-13|Winter|12.0|13.0|58.0
Brisbane|2017-02-13|Rainy|15.0|13.0|46.0
Perth|2017-02-13|Winter|11.0|6.0|61.0
Wollongong|2017-02-14|Rainy|16.0|12.0|48.0
Gold Coast|2017-02-14|Rainy|16.0|17.0|50.0
Hobart|2017-02-14|Rainy|19.0|9.0|50.0
Canberra|2017-02-14|Winter|11.0|21.0|57.0
Darwin|2017-02-14|Sunny|24.0|31.0|69.0
Sydney|2017-02-14|Sunny|20.0|20.0|49.0
Melbourne|2017-02-14|Winter|12.0|29.0|62.0
Adelaide|2017-02-14|Winter|14.0|19.0|57.0
Brisbane|2017-02-14|Sunny|24.0|25.0|51.0
Perth|2017-02-14|Winter|15.0|5.0|51.0
Wollongong|2017-02-15|Sunny|31.0|13.0|53.0
Gold Coast|2017-02-15|Winter|18.0|23.0|58.0
Hobart|2017-02-15|Sunny|25.0|24.0|60.0
Canberra|2017-02-15|Sunny|26.0|4.0|70.0
Darwin|2017-02-15|Sunny|18.0|27.0|65.0
Sydney|2017-02-15|Sunny|31.0|36.0|52.0
Melbourne|2017-02-15|Winter|13.0|28.0|58.0
Adelaide|2017-02-15|Winter|10.0|20.0|68.0
Brisbane|2017-02-15|Winter|14.0|28.0|66.0
Perth|2017-02-15|Rainy|12.0|9.0|67.0
Wollongong|2017-02-16|Sunny|20.0|4.0|59.0
Gold Coast|2017-02-16|Sunny|26.0|15.0|55.0
Hobart|2017-02-16|Winter|19.0|23.0|41.0
Canberra|2017-02-16|Sunny|30.0|35.0|68.0
Darwin|2017-02-16|Sunny|23.0|13.0|64.0
Sydney|2017-02-16|Sunny|27.0|3.0|51.0
Melbourne|2017-02-16|Sunny|22.0|20.0|68.0
Adelaide|2017-02-16|Winter|12.0|21.0|48.0
Brisbane|2017-02-16|Sunny|26.0|34.0|49.0
Perth|2017-02-16|Sunny|25.0|22.0|41.0
Wollongong|2017-02-17|Sunny|20.0|11.0|59.0
Gold Coast|2017-02-17|Rainy|21.0|2.0|64.0
Hobart|2017-02-17|Rainy|17.0|9.0|48.0
Canberra|2017-02-17|Winter|19.0|11.0|49.0
Darwin|2017-02-17|Rainy|11.0|11.0|65.0
Sydney|2017-02-17|Winter|12.0|16.0|58.0
Melbourne|2017-02-17|Rainy|10.0|32.0|41.0
Adelaide|2017-02-17|Rainy|11.0|25.0|65.0
Brisbane|2017-02-17|Sunny|24.0|32.0|64.0
Perth|2017-02-17|Sunny|22.0|9.0|44.0
